congress,chamber,rollnumber,icpsr,cast_code,prob
117,Senate,179,42102.0,6,100.0
117,Senate,179,42103.0,1,100.0
117,Senate,179,42104.0,1,100.0
117,Senate,179,42105.0,1,100.0
117,Senate,179,49300.0,1,100.0
117,Senate,179,49308.0,9,100.0
117,Senate,179,49703.0,1,100.0
117,Senate,179,94659.0,6,82.9
117,Senate,180,14226.0,1,77.3
117,Senate,180,14307.0,9,100.0
117,Senate,180,14435.0,1,100.0
117,Senate,180,14858.0,1,100.0
117,Senate,180,14871.0,1,100.0
117,Senate,180,14921.0,6,44.9
117,Senate,180,15015.0,1,100.0
117,Senate,180,15021.0,1,100.0
117,Senate,180,15408.0,1,100.0
117,Senate,180,15424.0,6,93.5
117,Senate,180,20101.0,6,75.1
117,Senate,180,20146.0,1,86.7
117,Senate,180,20330.0,1,100.0
117,Senate,180,20351.0,6,99.4
117,Senate,180,20707.0,1,100.0
117,Senate,180,20713.0,1,100.0
117,Senate,180,20735.0,1,100.0
117,Senate,180,20919.0,6,64.8
117,Senate,180,20923.0,1,100.0
117,Senate,180,20930.0,9,100.0
117,Senate,180,20932.0,1,100.0
117,Senate,180,20953.0,6,99.2
117,Senate,180,21133.0,6,57.4
117,Senate,180,21166.0,6,98.7
117,Senate,180,21173.0,6,98.8
117,Senate,180,21300.0,1,100.0
117,Senate,180,21301.0,6,98.5
117,Senate,180,21325.0,1,100.0
117,Senate,180,21338.0,6,96.1
117,Senate,180,21350.0,6,69.9
117,Senate,180,21734.0,6,98.2
117,Senate,180,21743.0,1,100.0
117,Senate,180,29142.0,1,100.0
117,Senate,180,29147.0,1,100.0
117,Senate,180,29345.0,1,8.6
117,Senate,180,29373.0,1,100.0
117,Senate,180,29386.0,1,83.9
117,Senate,180,29389.0,1,100.0
117,Senate,180,29534.0,6,59.2
117,Senate,180,29548.0,1,49.6
117,Senate,180,29566.0,1,87.8
117,Senate,180,29722.0,6,64.8
117,Senate,180,29732.0,1,100.0
117,Senate,180,29735.0,1,44.6
117,Senate,180,29754.0,6,70.3
117,Senate,180,29935.0,6,93.5
117,Senate,180,29940.0,1,100.0
117,Senate,180,39310.0,1,100.0
117,Senate,180,40300.0,1,99.8
117,Senate,180,40305.0,1,34.5
117,Senate,180,40700.0,1,100.0
117,Senate,180,40702.0,1,100.0
117,Senate,180,40703.0,1,100.0
117,Senate,180,40704.0,1,100.0
117,Senate,180,40707.0,6,94.9
117,Senate,180,40902.0,6,97.7
117,Senate,180,40906.0,1,100.0
117,Senate,180,40908.0,1,100.0
117,Senate,180,40909.0,1,100.0
117,Senate,180,40910.0,1,100.0
117,Senate,180,40915.0,1,99.6
117,Senate,180,40916.0,1,100.0
117,Senate,180,41101.0,1,100.0
117,Senate,180,41102.0,6,96.3
117,Senate,180,41104.0,6,100.0
117,Senate,180,41107.0,6,70.4
117,Senate,180,41110.0,6,100.0
117,Senate,180,41111.0,6,98.2
117,Senate,180,41112.0,1,100.0
117,Senate,180,41300.0,1,100.0
117,Senate,180,41301.0,1,100.0
117,Senate,180,41302.0,6,84.7
117,Senate,180,41304.0,6,100.0
117,Senate,180,41305.0,1,100.0
117,Senate,180,41308.0,1,100.0
117,Senate,180,41500.0,1,19.2
117,Senate,180,41502.0,6,88.9
117,Senate,180,41503.0,6,98.9
117,Senate,180,41504.0,6,31.7
117,Senate,180,41505.0,1,69.2
117,Senate,180,41700.0,1,100.0
117,Senate,180,41702.0,1,100.0
117,Senate,180,41703.0,6,89.3
117,Senate,180,41706.0,1,100.0
117,Senate,180,41707.0,6,82.7
117,Senate,180,41900.0,6,100.0
117,Senate,180,41901.0,6,100.0
117,Senate,180,41902.0,1,73.4
117,Senate,180,41903.0,6,99.8
117,Senate,180,41905.0,1,100.0
117,Senate,180,42100.0,6,99.6
117,Senate,180,42101.0,1,100.0
117,Senate,180,42102.0,6,100.0
117,Senate,180,42103.0,1,99.9
117,Senate,180,42104.0,1,100.0
117,Senate,180,42105.0,1,99.9
117,Senate,180,49300.0,1,100.0
117,Senate,180,49308.0,1,100.0
117,Senate,180,49703.0,1,100.0
117,Senate,180,94659.0,6,88.6
117,Senate,180,99913.0,1,100.0
117,Senate,181,14226.0,1,43.9
117,Senate,181,14307.0,9,100.0
117,Senate,181,14435.0,1,100.0
117,Senate,181,14858.0,1,100.0
117,Senate,181,14871.0,1,100.0
117,Senate,181,14921.0,6,79.1
117,Senate,181,15015.0,1,100.0
117,Senate,181,15021.0,1,100.0
117,Senate,181,15408.0,1,100.0
117,Senate,181,15424.0,6,99.1
117,Senate,181,20101.0,6,96.8
117,Senate,181,20146.0,6,46.1
117,Senate,181,20330.0,1,100.0
117,Senate,181,20351.0,6,100.0
117,Senate,181,20707.0,1,100.0
117,Senate,181,20713.0,1,100.0
117,Senate,181,20735.0,1,100.0
117,Senate,181,20919.0,6,88.7
117,Senate,181,20923.0,1,100.0
117,Senate,181,20930.0,9,100.0
117,Senate,181,20932.0,1,100.0
117,Senate,181,20953.0,6,99.6
117,Senate,181,21133.0,6,85.2
117,Senate,181,21166.0,6,99.9
117,Senate,181,21173.0,6,99.9
117,Senate,181,21300.0,1,99.9
117,Senate,181,21301.0,6,99.9
117,Senate,181,21325.0,1,100.0
117,Senate,181,21338.0,6,99.4
117,Senate,181,21350.0,6,95.9
117,Senate,181,21734.0,6,99.9
117,Senate,181,21743.0,1,99.8
117,Senate,181,29142.0,1,100.0
117,Senate,181,29147.0,1,100.0
117,Senate,181,29345.0,6,99.4
117,Senate,181,29373.0,1,100.0
117,Senate,181,29386.0,1,58.5
117,Senate,181,29389.0,1,100.0
117,Senate,181,29534.0,6,92.2
117,Senate,181,29548.0,1,19.5
117,Senate,181,29566.0,6,32.9
117,Senate,181,29722.0,6,92.9
117,Senate,181,29732.0,1,100.0
117,Senate,181,29735.0,1,11.6
117,Senate,181,29754.0,6,94.8
117,Senate,181,29935.0,6,96.7
117,Senate,181,29940.0,1,100.0
117,Senate,181,39310.0,1,100.0
117,Senate,181,40300.0,1,98.2
117,Senate,181,40305.0,6,88.8
117,Senate,181,40700.0,1,100.0
117,Senate,181,40702.0,1,99.9
117,Senate,181,40703.0,1,100.0
117,Senate,181,40704.0,1,100.0
117,Senate,181,40707.0,6,99.6
117,Senate,181,40902.0,6,99.9
117,Senate,181,40906.0,1,100.0
117,Senate,181,40908.0,1,100.0
117,Senate,181,40909.0,1,100.0
117,Senate,181,40910.0,1,100.0
117,Senate,181,40915.0,1,96.7
117,Senate,181,40916.0,1,100.0
117,Senate,181,41101.0,1,100.0
117,Senate,181,41102.0,6,99.1
117,Senate,181,41104.0,6,100.0
117,Senate,181,41107.0,6,96.3
117,Senate,181,41110.0,6,100.0
117,Senate,181,41111.0,6,99.6
117,Senate,181,41112.0,1,100.0
117,Senate,181,41300.0,1,100.0
117,Senate,181,41301.0,1,100.0
117,Senate,181,41302.0,6,98.5
117,Senate,181,41304.0,6,100.0
117,Senate,181,41305.0,1,100.0
117,Senate,181,41308.0,1,100.0
117,Senate,181,41500.0,6,96.7
117,Senate,181,41502.0,6,97.9
117,Senate,181,41503.0,6,99.6
117,Senate,181,41504.0,6,64.1
117,Senate,181,41505.0,6,69.3
117,Senate,181,41700.0,1,99.9
117,Senate,181,41702.0,1,100.0
117,Senate,181,41703.0,6,97.4
117,Senate,181,41706.0,1,100.0
117,Senate,181,41707.0,6,98.4
117,Senate,181,41900.0,6,100.0
117,Senate,181,41901.0,6,100.0
117,Senate,181,41902.0,6,69.2
117,Senate,181,41903.0,6,100.0
117,Senate,181,41905.0,1,99.8
117,Senate,181,42100.0,6,99.9
117,Senate,181,42101.0,1,100.0
117,Senate,181,42102.0,6,100.0
117,Senate,181,42103.0,1,99.7
117,Senate,181,42104.0,1,100.0
117,Senate,181,42105.0,1,99.9
117,Senate,181,49300.0,1,100.0
117,Senate,181,49308.0,1,100.0
117,Senate,181,49703.0,1,100.0
117,Senate,181,94659.0,6,99.5
117,Senate,182,14226.0,1,43.9
117,Senate,182,14307.0,9,100.0
117,Senate,182,14435.0,1,100.0
117,Senate,182,14858.0,1,100.0
117,Senate,182,14871.0,1,100.0
117,Senate,182,14921.0,6,79.2
117,Senate,182,15015.0,1,100.0
117,Senate,182,15021.0,1,100.0
117,Senate,182,15408.0,1,100.0
117,Senate,182,15424.0,6,99.2
117,Senate,182,20101.0,6,96.9
117,Senate,182,20146.0,6,46.2
117,Senate,182,20330.0,1,100.0
117,Senate,182,20351.0,6,100.0
117,Senate,182,20707.0,1,100.0
117,Senate,182,20713.0,1,100.0
117,Senate,182,20735.0,1,100.0
117,Senate,182,20919.0,6,88.8
117,Senate,182,20923.0,1,100.0
117,Senate,182,20930.0,9,100.0
117,Senate,182,20932.0,1,100.0
117,Senate,182,20953.0,6,99.6
117,Senate,182,21133.0,6,85.3
117,Senate,182,21166.0,6,99.9
117,Senate,182,21173.0,6,99.9
117,Senate,182,21300.0,1,99.9
117,Senate,182,21301.0,6,99.9
117,Senate,182,21325.0,1,100.0
117,Senate,182,21338.0,6,99.4
117,Senate,182,21350.0,6,95.9
117,Senate,182,21734.0,6,99.9
117,Senate,182,21743.0,1,99.8
117,Senate,182,29142.0,1,100.0
117,Senate,182,29147.0,1,100.0
117,Senate,182,29345.0,6,99.4
117,Senate,182,29373.0,1,100.0
117,Senate,182,29386.0,1,58.7
117,Senate,182,29389.0,1,100.0
117,Senate,182,29534.0,6,92.3
117,Senate,182,29548.0,1,19.5
117,Senate,182,29566.0,6,32.7
117,Senate,182,29722.0,6,93.0
117,Senate,182,29732.0,1,100.0
117,Senate,182,29735.0,1,11.4
117,Senate,182,29754.0,6,94.9
117,Senate,182,29935.0,6,96.8
117,Senate,182,29940.0,1,100.0
117,Senate,182,39310.0,1,100.0
117,Senate,182,40300.0,1,98.3
117,Senate,182,40305.0,6,88.8
117,Senate,182,40700.0,1,100.0
117,Senate,182,40702.0,1,99.9
117,Senate,182,40703.0,1,100.0
117,Senate,182,40704.0,1,100.0
117,Senate,182,40707.0,6,99.7
117,Senate,182,40902.0,6,99.9
117,Senate,182,40906.0,1,100.0
117,Senate,182,40908.0,1,100.0
117,Senate,182,40909.0,1,100.0
117,Senate,182,40910.0,1,100.0
117,Senate,182,40915.0,1,96.7
117,Senate,182,40916.0,1,100.0
117,Senate,182,41101.0,1,100.0
117,Senate,182,41102.0,6,99.1
117,Senate,182,41104.0,6,100.0
117,Senate,182,41107.0,6,96.4
117,Senate,182,41110.0,6,100.0
117,Senate,182,41111.0,6,99.6
117,Senate,182,41112.0,1,100.0
117,Senate,182,41300.0,1,100.0
117,Senate,182,41301.0,1,100.0
117,Senate,182,41302.0,6,98.6
117,Senate,182,41304.0,6,100.0
117,Senate,182,41305.0,1,100.0
117,Senate,182,41308.0,1,100.0
117,Senate,182,41500.0,6,96.8
117,Senate,182,41502.0,6,97.9
117,Senate,182,41503.0,6,99.6
117,Senate,182,41504.0,6,64.1
117,Senate,182,41505.0,6,69.4
117,Senate,182,41700.0,1,99.9
117,Senate,182,41702.0,1,100.0
117,Senate,182,41703.0,6,97.5
117,Senate,182,41706.0,1,100.0
117,Senate,182,41707.0,6,98.4
117,Senate,182,41900.0,6,100.0
117,Senate,182,41901.0,6,100.0
117,Senate,182,41902.0,6,69.4
117,Senate,182,41903.0,6,100.0
117,Senate,182,41905.0,1,99.8
117,Senate,182,42100.0,6,99.9
117,Senate,182,42101.0,1,100.0
117,Senate,182,42102.0,6,100.0
117,Senate,182,42103.0,1,99.7
117,Senate,182,42104.0,1,100.0
117,Senate,182,42105.0,1,99.9
117,Senate,182,49300.0,1,100.0
117,Senate,182,49308.0,1,100.0
117,Senate,182,49703.0,1,100.0
117,Senate,182,94659.0,6,99.5
117,Senate,182,99913.0,1,99.9
117,Senate,183,14226.0,6,90.2
117,Senate,183,14307.0,1,100.0
117,Senate,183,14435.0,1,100.0
117,Senate,183,14858.0,1,100.0
117,Senate,183,14871.0,1,100.0
117,Senate,183,14921.0,6,95.4
117,Senate,183,15015.0,1,99.9
117,Senate,183,15021.0,1,100.0
117,Senate,183,15408.0,1,100.0
117,Senate,183,15424.0,6,98.7
117,Senate,183,20101.0,6,99.6
117,Senate,183,20146.0,6,91.1
117,Senate,183,20330.0,1,100.0
117,Senate,183,20351.0,6,99.6
117,Senate,183,20707.0,1,100.0
117,Senate,183,20713.0,1,100.0
117,Senate,183,20735.0,1,100.0
117,Senate,183,20919.0,6,95.6
117,Senate,183,20923.0,1,100.0
117,Senate,183,20930.0,9,100.0
117,Senate,183,20932.0,1,100.0
117,Senate,183,20953.0,1,5.8
117,Senate,183,21133.0,6,95.3
117,Senate,183,21166.0,6,99.5
117,Senate,183,21173.0,6,98.8
117,Senate,183,21300.0,1,97.4
117,Senate,183,21301.0,6,99.6
117,Senate,183,21325.0,1,100.0
117,Senate,183,21338.0,6,98.3
117,Senate,183,21350.0,6,99.7
117,Senate,183,21734.0,6,99.6
117,Senate,183,21743.0,1,99.9
117,Senate,183,29142.0,1,100.0
117,Senate,183,29147.0,1,100.0
117,Senate,183,29345.0,6,99.7
117,Senate,183,29373.0,1,100.0
117,Senate,183,29386.0,6,82.7
117,Senate,183,29389.0,1,100.0
117,Senate,183,29534.0,6,99.4
117,Senate,183,29548.0,6,94.2
117,Senate,183,29566.0,6,78.0
117,Senate,183,29722.0,6,98.9
117,Senate,183,29732.0,1,100.0
117,Senate,183,29735.0,6,98.3
117,Senate,183,29754.0,6,99.1
117,Senate,183,29935.0,6,91.7
117,Senate,183,29940.0,1,100.0
117,Senate,183,39310.0,1,100.0
117,Senate,183,40300.0,6,40.6
117,Senate,183,40305.0,6,95.4
117,Senate,183,40700.0,1,100.0
117,Senate,183,40702.0,1,99.7
117,Senate,183,40703.0,1,100.0
117,Senate,183,40704.0,1,100.0
117,Senate,183,40707.0,6,99.6
117,Senate,183,40902.0,6,99.9
117,Senate,183,40906.0,1,100.0
117,Senate,183,40908.0,1,100.0
117,Senate,183,40909.0,1,99.9
117,Senate,183,40910.0,1,100.0
117,Senate,183,40915.0,1,70.7
117,Senate,183,40916.0,1,100.0
117,Senate,183,41101.0,1,100.0
117,Senate,183,41102.0,1,3.4
117,Senate,183,41104.0,6,92.1
117,Senate,183,41107.0,6,99.8
117,Senate,183,41110.0,6,92.1
117,Senate,183,41111.0,6,97.3
117,Senate,183,41112.0,1,100.0
117,Senate,183,41300.0,1,99.9
117,Senate,183,41301.0,1,100.0
117,Senate,183,41302.0,6,99.7
117,Senate,183,41304.0,6,97.3
117,Senate,183,41305.0,1,100.0
117,Senate,183,41308.0,1,100.0
117,Senate,183,41500.0,6,98.7
117,Senate,183,41502.0,6,97.9
117,Senate,183,41503.0,6,95.8
117,Senate,183,41504.0,6,90.5
117,Senate,183,41505.0,6,95.1
117,Senate,183,41700.0,1,100.0
117,Senate,183,41702.0,1,99.9
117,Senate,183,41703.0,6,96.8
117,Senate,183,41706.0,1,100.0
117,Senate,183,41707.0,6,99.8
117,Senate,183,41900.0,6,100.0
117,Senate,183,41901.0,6,96.8
117,Senate,183,41902.0,6,97.5
117,Senate,183,41903.0,6,99.7
117,Senate,183,41905.0,1,99.3
117,Senate,183,42100.0,6,98.0
117,Senate,183,42101.0,1,100.0
117,Senate,183,42102.0,6,94.0
117,Senate,183,42103.0,1,100.0
117,Senate,183,42104.0,1,100.0
117,Senate,183,42105.0,1,100.0
117,Senate,183,49300.0,1,100.0
117,Senate,183,49308.0,1,100.0
117,Senate,183,49703.0,1,90.0
117,Senate,183,94659.0,6,100.0
117,Senate,183,99913.0,1,100.0
117,Senate,184,14226.0,6,94.9
117,Senate,184,14307.0,1,100.0
117,Senate,184,14435.0,1,100.0
117,Senate,184,14858.0,1,100.0
117,Senate,184,14871.0,1,100.0
117,Senate,184,14921.0,6,97.5
117,Senate,184,15015.0,1,99.9
117,Senate,184,15021.0,1,100.0
117,Senate,184,15408.0,1,100.0
117,Senate,184,15424.0,6,99.8
117,Senate,184,20101.0,6,96.6
117,Senate,184,20146.0,6,80.1
117,Senate,184,20330.0,1,100.0
117,Senate,184,20351.0,6,99.9
117,Senate,184,20707.0,1,100.0
117,Senate,184,20713.0,1,100.0
117,Senate,184,20735.0,1,100.0
117,Senate,184,20919.0,6,99.4
117,Senate,184,20923.0,1,100.0
117,Senate,184,20930.0,9,100.0
117,Senate,184,20932.0,1,100.0
117,Senate,184,20953.0,6,100.0
117,Senate,184,21133.0,6,99.1
117,Senate,184,21166.0,6,99.9
117,Senate,184,21173.0,6,100.0
117,Senate,184,21300.0,1,99.2
117,Senate,184,21301.0,6,99.9
117,Senate,184,21325.0,1,100.0
117,Senate,184,21338.0,6,99.9
117,Senate,184,21350.0,6,94.6
117,Senate,184,21734.0,6,99.9
117,Senate,184,21743.0,1,99.9
117,Senate,184,29142.0,1,100.0
117,Senate,184,29147.0,1,100.0
117,Senate,184,29345.0,6,99.1
117,Senate,184,29373.0,1,100.0
117,Senate,184,29386.0,6,97.0
117,Senate,184,29389.0,1,100.0
117,Senate,184,29534.0,6,92.9
117,Senate,184,29548.0,6,98.9
117,Senate,184,29566.0,6,97.3
117,Senate,184,29722.0,1,3.0
117,Senate,184,29732.0,1,100.0
117,Senate,184,29735.0,6,96.2
117,Senate,184,29754.0,6,97.5
117,Senate,184,29935.0,6,100.0
117,Senate,184,29940.0,1,100.0
117,Senate,184,39310.0,1,100.0
117,Senate,184,40300.0,6,65.7
117,Senate,184,40305.0,6,99.5
117,Senate,184,40700.0,1,100.0
117,Senate,184,40702.0,1,99.9
117,Senate,184,40703.0,1,100.0
117,Senate,184,40704.0,1,100.0
117,Senate,184,40707.0,6,99.6
117,Senate,184,40902.0,6,99.3
117,Senate,184,40906.0,1,100.0
117,Senate,184,40908.0,1,100.0
117,Senate,184,40909.0,1,99.9
117,Senate,184,40910.0,1,100.0
117,Senate,184,40915.0,1,96.9
117,Senate,184,40916.0,1,100.0
117,Senate,184,41101.0,1,100.0
117,Senate,184,41102.0,6,100.0
117,Senate,184,41104.0,6,100.0
117,Senate,184,41107.0,6,93.2
117,Senate,184,41110.0,6,100.0
117,Senate,184,41111.0,6,100.0
117,Senate,184,41112.0,1,100.0
117,Senate,184,41300.0,1,99.9
117,Senate,184,41301.0,1,100.0
117,Senate,184,41302.0,6,98.2
117,Senate,184,41304.0,6,100.0
117,Senate,184,41305.0,1,100.0
117,Senate,184,41308.0,1,100.0
117,Senate,184,41500.0,6,99.3
117,Senate,184,41502.0,6,99.8
117,Senate,184,41503.0,6,100.0
117,Senate,184,41504.0,6,97.9
117,Senate,184,41505.0,6,92.9
117,Senate,184,41700.0,1,100.0
117,Senate,184,41702.0,1,100.0
117,Senate,184,41703.0,6,99.9
117,Senate,184,41706.0,1,100.0
117,Senate,184,41707.0,6,97.6
117,Senate,184,41900.0,6,99.9
117,Senate,184,41901.0,6,100.0
117,Senate,184,41902.0,6,80.2
117,Senate,184,41903.0,6,100.0
117,Senate,184,41905.0,1,99.8
117,Senate,184,42100.0,6,100.0
117,Senate,184,42101.0,1,100.0
117,Senate,184,42102.0,6,100.0
117,Senate,184,42103.0,1,100.0
117,Senate,184,42104.0,1,100.0
117,Senate,184,42105.0,1,100.0
117,Senate,184,49300.0,1,100.0
117,Senate,184,49308.0,1,100.0
117,Senate,184,49703.0,1,69.1
117,Senate,184,94659.0,6,95.6
117,Senate,185,14226.0,1,93.6
117,Senate,185,14307.0,1,100.0
117,Senate,185,14435.0,1,100.0
117,Senate,185,14858.0,1,100.0
117,Senate,185,14871.0,1,100.0
117,Senate,185,14921.0,1,79.4
117,Senate,185,15015.0,1,100.0
117,Senate,185,15021.0,1,100.0
117,Senate,185,15408.0,1,100.0
117,Senate,185,15424.0,6,81.4
117,Senate,185,20101.0,6,64.1
117,Senate,185,20146.0,1,96.8
117,Senate,185,20330.0,1,100.0
117,Senate,185,20351.0,6,97.8
117,Senate,185,20707.0,1,100.0
117,Senate,185,20713.0,1,100.0
117,Senate,185,20735.0,1,100.0
117,Senate,185,20919.0,1,64.3
117,Senate,185,20923.0,1,100.0
117,Senate,185,20930.0,9,100.0
117,Senate,185,20932.0,1,100.0
117,Senate,185,20953.0,6,88.6
117,Senate,185,21133.0,9,29.2
117,Senate,185,21166.0,6,96.0
117,Senate,185,21173.0,6,93.9
117,Senate,185,21300.0,1,100.0
117,Senate,185,21301.0,6,95.5
117,Senate,185,21325.0,1,100.0
117,Senate,185,21338.0,6,85.1
117,Senate,185,21350.0,1,40.8
117,Senate,185,21734.0,6,95.2
117,Senate,185,21743.0,1,100.0
117,Senate,185,29142.0,1,100.0
117,Senate,185,29147.0,1,100.0
117,Senate,185,29345.0,6,85.7
117,Senate,185,29373.0,1,100.0
117,Senate,185,29386.0,1,96.8
117,Senate,185,29389.0,1,100.0
117,Senate,185,29534.0,6,44.6
117,Senate,185,29548.0,6,22.8
117,Senate,185,29566.0,1,98.0
117,Senate,185,29722.0,1,54.0
117,Senate,185,29732.0,1,100.0
117,Senate,185,29735.0,1,65.7
117,Senate,185,29754.0,1,46.9
117,Senate,185,29935.0,1,34.9
117,Senate,185,29940.0,1,100.0
117,Senate,185,39310.0,1,100.0
117,Senate,185,40300.0,1,100.0
117,Senate,185,40305.0,6,35.9
117,Senate,185,40700.0,1,100.0
117,Senate,185,40702.0,1,100.0
117,Senate,185,40703.0,1,100.0
117,Senate,185,40704.0,1,100.0
117,Senate,185,40707.0,6,89.7
117,Senate,185,40902.0,6,97.2
117,Senate,185,40906.0,1,100.0
117,Senate,185,40908.0,1,100.0
117,Senate,185,40909.0,1,100.0
117,Senate,185,40910.0,1,100.0
117,Senate,185,40915.0,1,100.0
117,Senate,185,40916.0,1,100.0
117,Senate,185,41101.0,1,100.0
117,Senate,185,41102.0,6,80.8
117,Senate,185,41104.0,6,99.4
117,Senate,185,41107.0,1,37.5
117,Senate,185,41110.0,6,99.4
117,Senate,185,41111.0,1,11.6
117,Senate,185,41112.0,1,100.0
117,Senate,185,41300.0,1,100.0
117,Senate,185,41301.0,1,100.0
117,Senate,185,41302.0,6,76.5
117,Senate,185,41304.0,6,99.6
117,Senate,185,41305.0,1,100.0
117,Senate,185,41308.0,1,100.0
117,Senate,185,41500.0,1,37.7
117,Senate,185,41502.0,1,30.2
117,Senate,185,41503.0,6,88.8
117,Senate,185,41504.0,6,10.1
117,Senate,185,41505.0,1,88.0
117,Senate,185,41700.0,1,100.0
117,Senate,185,41702.0,1,100.0
117,Senate,185,41703.0,6,66.9
117,Senate,185,41706.0,1,100.0
117,Senate,185,41707.0,6,75.1
117,Senate,185,41900.0,6,100.0
117,Senate,185,41901.0,6,98.6
117,Senate,185,41902.0,1,88.3
117,Senate,185,41903.0,6,99.3
117,Senate,185,41905.0,1,100.0
117,Senate,185,42100.0,6,96.1
117,Senate,185,42101.0,1,100.0
117,Senate,185,42102.0,6,99.9
117,Senate,185,42103.0,1,100.0
117,Senate,185,42104.0,1,100.0
117,Senate,185,42105.0,1,100.0
117,Senate,185,49300.0,1,100.0
117,Senate,185,49308.0,1,100.0
117,Senate,185,49703.0,1,100.0
117,Senate,185,94659.0,6,90.0
117,Senate,186,14226.0,1,94.1
117,Senate,186,14307.0,1,100.0
117,Senate,186,14435.0,1,100.0
117,Senate,186,14858.0,1,100.0
117,Senate,186,14871.0,1,100.0
117,Senate,186,14921.0,1,80.6
117,Senate,186,15015.0,1,100.0
117,Senate,186,15021.0,1,100.0
117,Senate,186,15408.0,1,100.0
117,Senate,186,15424.0,6,80.1
117,Senate,186,20101.0,6,63.0
117,Senate,186,20146.0,1,96.9
117,Senate,186,20330.0,1,100.0
117,Senate,186,20351.0,6,97.6
117,Senate,186,20707.0,1,100.0
117,Senate,186,20713.0,1,100.0
117,Senate,186,20735.0,1,100.0
117,Senate,186,20919.0,1,66.2
117,Senate,186,20923.0,1,100.0
117,Senate,186,20930.0,9,100.0
117,Senate,186,20932.0,1,100.0
117,Senate,186,20953.0,6,87.4
117,Senate,186,21133.0,1,72.5
117,Senate,186,21166.0,6,95.6
117,Senate,186,21173.0,6,93.3
117,Senate,186,21300.0,1,100.0
117,Senate,186,21301.0,6,95.1
117,Senate,186,21325.0,1,100.0
117,Senate,186,21338.0,6,83.9
117,Senate,186,21350.0,1,41.8
117,Senate,186,21734.0,6,94.7
117,Senate,186,21743.0,1,100.0
117,Senate,186,29142.0,1,100.0
117,Senate,186,29147.0,1,100.0
117,Senate,186,29345.0,6,84.8
117,Senate,186,29373.0,1,100.0
117,Senate,186,29386.0,1,97.1
117,Senate,186,29389.0,1,100.0
117,Senate,186,29534.0,6,43.6
117,Senate,186,29548.0,6,21.3
117,Senate,186,29566.0,1,98.3
117,Senate,186,29722.0,1,55.4
117,Senate,186,29732.0,1,100.0
117,Senate,186,29735.0,1,67.0
117,Senate,186,29754.0,1,48.4
117,Senate,186,29935.0,1,37.4
117,Senate,186,29940.0,1,100.0
117,Senate,186,39310.0,1,100.0
117,Senate,186,40300.0,1,100.0
117,Senate,186,40305.0,6,34.0
117,Senate,186,40700.0,1,100.0
117,Senate,186,40702.0,1,100.0
117,Senate,186,40703.0,1,100.0
117,Senate,186,40704.0,1,100.0
117,Senate,186,40707.0,6,89.0
117,Senate,186,40902.0,6,97.0
117,Senate,186,40906.0,1,100.0
117,Senate,186,40908.0,1,100.0
117,Senate,186,40909.0,1,100.0
117,Senate,186,40910.0,1,100.0
117,Senate,186,40915.0,1,100.0
117,Senate,186,40916.0,1,100.0
117,Senate,186,41101.0,1,100.0
117,Senate,186,41102.0,6,79.2
117,Senate,186,41104.0,6,99.3
117,Senate,186,41107.0,1,38.4
117,Senate,186,41110.0,6,99.3
117,Senate,186,41111.0,1,12.7
117,Senate,186,41112.0,1,100.0
117,Senate,186,41300.0,1,100.0
117,Senate,186,41301.0,1,100.0
117,Senate,186,41302.0,6,75.4
117,Senate,186,41304.0,6,99.5
117,Senate,186,41305.0,1,100.0
117,Senate,186,41308.0,1,100.0
117,Senate,186,41500.0,1,39.4
117,Senate,186,41502.0,1,32.0
117,Senate,186,41503.0,6,87.8
117,Senate,186,41504.0,6,9.3
117,Senate,186,41505.0,1,88.6
117,Senate,186,41700.0,1,100.0
117,Senate,186,41702.0,1,100.0
117,Senate,186,41703.0,6,64.8
117,Senate,186,41706.0,1,100.0
117,Senate,186,41707.0,6,74.1
117,Senate,186,41900.0,6,100.0
117,Senate,186,41901.0,6,98.4
117,Senate,186,41902.0,1,88.6
117,Senate,186,41903.0,6,99.2
117,Senate,186,41905.0,1,100.0
117,Senate,186,42100.0,6,95.7
117,Senate,186,42101.0,1,100.0
117,Senate,186,42102.0,6,99.9
117,Senate,186,42103.0,1,100.0
117,Senate,186,42104.0,1,100.0
117,Senate,186,42105.0,1,100.0
117,Senate,186,49300.0,1,100.0
117,Senate,186,49308.0,1,100.0
117,Senate,186,49703.0,1,100.0
117,Senate,186,94659.0,6,89.5
117,Senate,186,99913.0,1,100.0
117,Senate,187,14226.0,1,91.6
117,Senate,187,14307.0,1,100.0
117,Senate,187,14435.0,1,100.0
117,Senate,187,14858.0,1,100.0
117,Senate,187,14871.0,1,100.0
117,Senate,187,14921.0,6,24.8
117,Senate,187,15015.0,1,100.0
117,Senate,187,15021.0,1,100.0
117,Senate,187,15408.0,1,100.0
117,Senate,187,15424.0,6,86.0
117,Senate,187,20101.0,6,65.9
117,Senate,187,20146.0,1,96.6
117,Senate,187,20330.0,1,100.0
117,Senate,187,20351.0,6,98.6
117,Senate,187,20707.0,1,100.0
117,Senate,187,20713.0,1,100.0
117,Senate,187,20735.0,1,100.0
117,Senate,187,20919.0,1,56.6
117,Senate,187,20923.0,1,100.0
117,Senate,187,20930.0,9,100.0
117,Senate,187,20932.0,1,100.0
117,Senate,187,20953.0,6,93.5
117,Senate,187,21133.0,1,64.2
